C:\Users\Kuba\Desktop\RecordOpposite\IMG\center_2018_01_11_19_55_53_810.jpg,C:\Users\Kuba\Desktop\RecordOpposite\IMG\left_2018_01_11_19_55_53_810.jpg,C:\Users\Kuba\Desktop\RecordOpposite\IMG\right_2018_01_11_19_55_53_810.jpg,0,1,0,30.19027
C:\Users\Kuba\Desktop\RecordOpposite\IMG\center_2018_01_11_19_55_53_908.jpg,C:\Users\Kuba\Desktop\RecordOpposite\IMG\left_2018_01_11_19_55_53_908.jpg,C:\Users\Kuba\Desktop\RecordOpposite\IMG\right_2018_01_11_19_55_53_908.jpg,0,1,0,30.19031
C:\Users\Kuba\Desktop\RecordOpposite\IMG\center_2018_01_11_19_55_54_005.jpg,C:\Users\Kuba\Desktop\RecordOpposite\IMG\left_2018_01_11_19_55_54_005.jpg,C:\Users\Kuba\Desktop\RecordOpposite\IMG\right_2018_01_11_19_55_54_005.jpg,0,1,0,30.19031
C:\Users\Kuba\Desktop\RecordOpposite\IMG\center_2018_01_11_19_55_54_075.jpg,C:\Users\Kuba\Desktop\RecordOpposite\IMG\left_2018_01_11_19_55_54_075.jpg,C:\Users\Kuba\Desktop\RecordOpposite\IMG\right_2018_01_11_19_55_54_075.jpg,0,1,0,30.19031
C:\Users\Kuba\Desktop\RecordOpposite\IMG\center_2018_01_11_19_55_54_174.jpg,C:\Users\Kuba\Desktop\RecordOpposite\IMG\left_2018_01_11_19_55_54_174.jpg,C:\Users\Kuba\Desktop\RecordOpposite\IMG\right_2018_01_11_19_55_54_174.jpg,0,1,0,30.19031
C:\Users\Kuba\Desktop\RecordOpposite\IMG\center_2018_01_11_19_55_54_272.jpg,C:\Users\Kuba\Desktop\RecordOpposite\IMG\left_2018_01_11_19_55_54_272.jpg,C:\Users\Kuba\Desktop\RecordOpposite\IMG\right_2018_01_11_19_55_54_272.jpg,0,1,0,30.1903
C:\Users\Kuba\Desktop\RecordOpposite\IMG\center_2018_01_11_19_55_54_338.jpg,C:\Users\Kuba\Desktop\RecordOpposite\IMG\left_2018_01_11_19_55_54_338.jpg,C:\Users\Kuba\Desktop\RecordOpposite\IMG\right_2018_01_11_19_55_54_338.jpg,0,1,0,30.19028
C:\Users\Kuba\Desktop\RecordOpposite\IMG\center_2018_01_11_19_55_54_406.jpg,C:\Users\Kuba\Desktop\RecordOpposite\IMG\left_2018_01_11_19_55_54_406.jpg,C:\Users\Kuba\Desktop\RecordOpposite\IMG\right_2018_01_11_19_55_54_406.jpg,0,1,0,30.19029
C:\Users\Kuba\Desktop\RecordOpposite\IMG\center_2018_01_11_19_55_54_501.jpg,C:\Users\Kuba\Desktop\RecordOpposite\IMG\left_2018_01_11_19_55_54_501.jpg,C:\Users\Kuba\Desktop\RecordOpposite\IMG\right_2018_01_11_19_55_54_501.jpg,0,1,0,30.19029
C:\Users\Kuba\Desktop\RecordOpposite\IMG\center_2018_01_11_19_55_54_573.jpg,C:\Users\Kuba\Desktop\RecordOpposite\IMG\left_2018_01_11_19_55_54_573.jpg,C:\Users\Kuba\Desktop\RecordOpposite\IMG\right_2018_01_11_19_55_54_573.jpg,0,1,0,30.19034
C:\Users\Kuba\Desktop\RecordOpposite\IMG\center_2018_01_11_19_55_54_668.jpg,C:\Users\Kuba\Desktop\RecordOpposite\IMG\left_2018_01_11_19_55_54_668.jpg,C:\Users\Kuba\Desktop\RecordOpposite\IMG\right_2018_01_11_19_55_54_668.jpg,0,1,0,30.1903
C:\Users\Kuba\Desktop\RecordOpposite\IMG\center_2018_01_11_19_55_54_764.jpg,C:\Users\Kuba\Desktop\RecordOpposite\IMG\left_2018_01_11_19_55_54_764.jpg,C:\Users\Kuba\Desktop\RecordOpposite\IMG\right_2018_01_11_19_55_54_764.jpg,0,1,0,30.1903
C:\Users\Kuba\Desktop\RecordOpposite\IMG\center_2018_01_11_19_55_54_868.jpg,C:\Users\Kuba\Desktop\RecordOpposite\IMG\left_2018_01_11_19_55_54_868.jpg,C:\Users\Kuba\Desktop\RecordOpposite\IMG\right_2018_01_11_19_55_54_868.jpg,0.007518797,1,0,30.1903
C:\Users\Kuba\Desktop\RecordOpposite\IMG\center_2018_01_11_19_55_54_965.jpg,C:\Users\Kuba\Desktop\RecordOpposite\IMG\left_2018_01_11_19_55_54_965.jpg,C:\Users\Kuba\Desktop\RecordOpposite\IMG\right_2018_01_11_19_55_54_965.jpg,0.05263158,1,0,30.18971
C:\Users\Kuba\Desktop\RecordOpposite\IMG\center_2018_01_11_19_55_55_066.jpg,C:\Users\Kuba\Desktop\RecordOpposite\IMG\left_2018_01_11_19_55_55_066.jpg,C:\Users\Kuba\Desktop\RecordOpposite\IMG\right_2018_01_11_19_55_55_066.jpg,0.05263158,1,0,30.19001
C:\Users\Kuba\Desktop\RecordOpposite\IMG\center_2018_01_11_19_55_55_135.jpg,C:\Users\Kuba\Desktop\RecordOpposite\IMG\left_2018_01_11_19_55_55_135.jpg,C:\Users\Kuba\Desktop\RecordOpposite\IMG\right_2018_01_11_19_55_55_135.jpg,0,1,0,30.19015
C:\Users\Kuba\Desktop\RecordOpposite\IMG\center_2018_01_11_19_55_55_230.jpg,C:\Users\Kuba\Desktop\RecordOpposite\IMG\left_2018_01_11_19_55_55_230.jpg,C:\Users\Kuba\Desktop\RecordOpposite\IMG\right_2018_01_11_19_55_55_230.jpg,0,1,0,30.19036
C:\Users\Kuba\Desktop\RecordOpposite\IMG\center_2018_01_11_19_55_55_330.jpg,C:\Users\Kuba\Desktop\RecordOpposite\IMG\left_2018_01_11_19_55_55_330.jpg,C:\Users\Kuba\Desktop\RecordOpposite\IMG\right_2018_01_11_19_55_55_330.jpg,0,1,0,30.19029
C:\Users\Kuba\Desktop\RecordOpposite\IMG\center_2018_01_11_19_55_55_428.jpg,C:\Users\Kuba\Desktop\RecordOpposite\IMG\left_2018_01_11_19_55_55_428.jpg,C:\Users\Kuba\Desktop\RecordOpposite\IMG\right_2018_01_11_19_55_55_428.jpg,0,1,0,30.19029
