C:\Users\Kuba\Desktop\Record1Opposite\IMG\center_2018_01_11_20_42_55_947.jpg,C:\Users\Kuba\Desktop\Record1Opposite\IMG\left_2018_01_11_20_42_55_947.jpg,C:\Users\Kuba\Desktop\Record1Opposite\IMG\right_2018_01_11_20_42_55_947.jpg,0,1,0,11.23477
C:\Users\Kuba\Desktop\Record1Opposite\IMG\center_2018_01_11_20_42_56_018.jpg,C:\Users\Kuba\Desktop\Record1Opposite\IMG\left_2018_01_11_20_42_56_018.jpg,C:\Users\Kuba\Desktop\Record1Opposite\IMG\right_2018_01_11_20_42_56_018.jpg,0,1,0,12.57427
C:\Users\Kuba\Desktop\Record1Opposite\IMG\center_2018_01_11_20_42_56_092.jpg,C:\Users\Kuba\Desktop\Record1Opposite\IMG\left_2018_01_11_20_42_56_092.jpg,C:\Users\Kuba\Desktop\Record1Opposite\IMG\right_2018_01_11_20_42_56_092.jpg,0,1,0,13.98699
C:\Users\Kuba\Desktop\Record1Opposite\IMG\center_2018_01_11_20_42_56_162.jpg,C:\Users\Kuba\Desktop\Record1Opposite\IMG\left_2018_01_11_20_42_56_162.jpg,C:\Users\Kuba\Desktop\Record1Opposite\IMG\right_2018_01_11_20_42_56_162.jpg,0,1,0,15.08295
C:\Users\Kuba\Desktop\Record1Opposite\IMG\center_2018_01_11_20_42_56_234.jpg,C:\Users\Kuba\Desktop\Record1Opposite\IMG\left_2018_01_11_20_42_56_234.jpg,C:\Users\Kuba\Desktop\Record1Opposite\IMG\right_2018_01_11_20_42_56_234.jpg,0,1,0,16.35479
C:\Users\Kuba\Desktop\Record1Opposite\IMG\center_2018_01_11_20_42_56_307.jpg,C:\Users\Kuba\Desktop\Record1Opposite\IMG\left_2018_01_11_20_42_56_307.jpg,C:\Users\Kuba\Desktop\Record1Opposite\IMG\right_2018_01_11_20_42_56_307.jpg,0,1,0,17.32646
C:\Users\Kuba\Desktop\Record1Opposite\IMG\center_2018_01_11_20_42_56_377.jpg,C:\Users\Kuba\Desktop\Record1Opposite\IMG\left_2018_01_11_20_42_56_377.jpg,C:\Users\Kuba\Desktop\Record1Opposite\IMG\right_2018_01_11_20_42_56_377.jpg,0,1,0,18.47332
C:\Users\Kuba\Desktop\Record1Opposite\IMG\center_2018_01_11_20_42_56_448.jpg,C:\Users\Kuba\Desktop\Record1Opposite\IMG\left_2018_01_11_20_42_56_448.jpg,C:\Users\Kuba\Desktop\Record1Opposite\IMG\right_2018_01_11_20_42_56_448.jpg,0,1,0,19.77174
C:\Users\Kuba\Desktop\Record1Opposite\IMG\center_2018_01_11_20_42_56_515.jpg,C:\Users\Kuba\Desktop\Record1Opposite\IMG\left_2018_01_11_20_42_56_515.jpg,C:\Users\Kuba\Desktop\Record1Opposite\IMG\right_2018_01_11_20_42_56_515.jpg,0,1,0,21.15059
C:\Users\Kuba\Desktop\Record1Opposite\IMG\center_2018_01_11_20_42_56_583.jpg,C:\Users\Kuba\Desktop\Record1Opposite\IMG\left_2018_01_11_20_42_56_583.jpg,C:\Users\Kuba\Desktop\Record1Opposite\IMG\right_2018_01_11_20_42_56_583.jpg,0,1,0,22.05392
