C:\Users\Kuba\Desktop\Record1\IMG\center_2018_01_11_20_21_17_951.jpg,C:\Users\Kuba\Desktop\Record1\IMG\left_2018_01_11_20_21_17_951.jpg,C:\Users\Kuba\Desktop\Record1\IMG\right_2018_01_11_20_21_17_951.jpg,0,0.9924896,0,17.46755
C:\Users\Kuba\Desktop\Record1\IMG\center_2018_01_11_20_21_18_029.jpg,C:\Users\Kuba\Desktop\Record1\IMG\left_2018_01_11_20_21_18_029.jpg,C:\Users\Kuba\Desktop\Record1\IMG\right_2018_01_11_20_21_18_029.jpg,0.05,1,0,18.2805
C:\Users\Kuba\Desktop\Record1\IMG\center_2018_01_11_20_21_18_106.jpg,C:\Users\Kuba\Desktop\Record1\IMG\left_2018_01_11_20_21_18_106.jpg,C:\Users\Kuba\Desktop\Record1\IMG\right_2018_01_11_20_21_18_106.jpg,0.25,1,0,19.06198
C:\Users\Kuba\Desktop\Record1\IMG\center_2018_01_11_20_21_18_182.jpg,C:\Users\Kuba\Desktop\Record1\IMG\left_2018_01_11_20_21_18_182.jpg,C:\Users\Kuba\Desktop\Record1\IMG\right_2018_01_11_20_21_18_182.jpg,0.17614,1,0,19.83512
C:\Users\Kuba\Desktop\Record1\IMG\center_2018_01_11_20_21_18_261.jpg,C:\Users\Kuba\Desktop\Record1\IMG\left_2018_01_11_20_21_18_261.jpg,C:\Users\Kuba\Desktop\Record1\IMG\right_2018_01_11_20_21_18_261.jpg,0,1,0,20.62809
C:\Users\Kuba\Desktop\Record1\IMG\center_2018_01_11_20_21_18_335.jpg,C:\Users\Kuba\Desktop\Record1\IMG\left_2018_01_11_20_21_18_335.jpg,C:\Users\Kuba\Desktop\Record1\IMG\right_2018_01_11_20_21_18_335.jpg,0,1,0,21.41508
C:\Users\Kuba\Desktop\Record1\IMG\center_2018_01_11_20_21_18_413.jpg,C:\Users\Kuba\Desktop\Record1\IMG\left_2018_01_11_20_21_18_413.jpg,C:\Users\Kuba\Desktop\Record1\IMG\right_2018_01_11_20_21_18_413.jpg,0,1,0,22.19807
C:\Users\Kuba\Desktop\Record1\IMG\center_2018_01_11_20_21_18_491.jpg,C:\Users\Kuba\Desktop\Record1\IMG\left_2018_01_11_20_21_18_491.jpg,C:\Users\Kuba\Desktop\Record1\IMG\right_2018_01_11_20_21_18_491.jpg,0,1,0,22.75871
C:\Users\Kuba\Desktop\Record1\IMG\center_2018_01_11_20_21_18_565.jpg,C:\Users\Kuba\Desktop\Record1\IMG\left_2018_01_11_20_21_18_565.jpg,C:\Users\Kuba\Desktop\Record1\IMG\right_2018_01_11_20_21_18_565.jpg,0,1,0,23.54999
C:\Users\Kuba\Desktop\Record1\IMG\center_2018_01_11_20_21_18_642.jpg,C:\Users\Kuba\Desktop\Record1\IMG\left_2018_01_11_20_21_18_642.jpg,C:\Users\Kuba\Desktop\Record1\IMG\right_2018_01_11_20_21_18_642.jpg,0,1,0,24.33137
